       Value   Percentile   TotalCount 1/(1-Percentile)
    12607.00     0.000000       599866         1.00
    12671.00     0.000000       599868         1.00
    12735.00     0.000000       599870         1.00
    12799.00     0.000000       599872         1.00
    12863.00     0.000000       599873         1.00
    12927.00     0.000000       599875         1.00
    12991.00     0.000000       599877         1.00
    13055.00     0.000000       599879         1.00
    13119.00     0.000000       599881         1.00
    13183.00     0.000000       599882         1.00
    13247.00     0.000000       599884         1.00
    13311.00     0.000000       599886         1.00
    13375.00     0.000000       599888         1.00
    13439.00     0.000000       599890         1.00
    13503.00     0.000000       599891         1.00
    13567.00     0.000000       599893         1.00
    13631.00     0.000000       599895         1.00
    13695.00     0.000000       599897         1.00
    13759.00     0.000000       599899         1.00
    13823.00     0.000000       599900         1.00
    13887.00     0.000000       599902         1.00
    13951.00     0.000000       599904         1.00
    14015.00     0.000000       599906         1.00
    14079.00     0.000000       599907         1.00
    14143.00     0.000000       599909         1.00
    14207.00     0.000000       599912         1.00
    14271.00     0.000000       599914         1.00
    14335.00     0.000000       599916         1.00
    14399.00     0.000000       599918         1.00
    14463.00     0.000000       599921         1.00
    14527.00     0.000000       599923         1.00
    14591.00     0.000000       599925         1.00
    14655.00     0.000000       599928         1.00
    14719.00     0.000000       599930         1.00
    14783.00     0.000000       599932         1.00
    14847.00     0.000000       599934         1.00
    14911.00     0.000000       599937         1.00
    14975.00     0.000000       599939         1.00
    15039.00     0.000000       599941         1.00
    15103.00     0.000000       599944         1.00
    15167.00     0.000000       599946         1.00
    15231.00     0.000000       599948         1.00
    15295.00     0.000000       599951         1.00
    15359.00     0.000000       599953         1.00
    15423.00     0.000000       599955         1.00
    15487.00     0.000000       599958         1.00
    15551.00     0.000000       599960         1.00
    15615.00     0.000000       599962         1.00
    15679.00     0.000000       599965         1.00
    15743.00     0.000000       599967         1.00
    15807.00     0.000000       599969         1.00
    15871.00     0.000000       599972         1.00
    15935.00     0.000000       599974         1.00
    15999.00     0.000000       599976         1.00
    16063.00     0.000000       599979         1.00
    16127.00     0.000000       599981         1.00
    16191.00     0.000000       599983         1.00
    16255.00     0.000000       599986         1.00
    16319.00     0.000000       599988         1.00
    16383.00     0.000000       599990         1.00
    16511.00     0.000000       599995         1.00
    16639.00     0.000000       600000         1.00
#[Mean    =      250.798, StdDeviation   =      954.835]
#[Max     =    16639.000, Total count    =       600000]
#[Buckets =           13, SubBuckets     =          256]
       Value   Percentile   TotalCount 1/(1-Percentile)

        0.00     0.000000            0         1.00
        1.00     0.000000            0         1.00
        2.00     0.000000            0         1.00
        3.00     0.000000            0         1.00
        4.00     0.000000            0         1.00
        5.00     0.000000            0         1.00
        6.00     0.000000            0         1.00
        7.00     0.000000            0         1.00
        8.00     0.000000            0         1.00
        9.00     0.000000            0         1.00
       10.00     0.000000            0         1.00
       11.00     0.000000            0         1.00
       12.00     0.000000            0         1.00
       13.00     0.000000            0         1.00
       14.00     0.000000            1         1.00
       15.00     0.000000           42         1.00
       16.00     0.000000          107         1.00
       17.00     0.000000          288         1.00
       18.00     0.000000         1156         1.00
       19.00     0.000000         1666         1.00
       20.00     0.000000         1890         1.00
       21.00     0.000000         2272         1.00
       22.00     0.000000         2523         1.00
       23.00     0.000000         2613         1.00
       24.00     0.000000         2681         1.00
       25.00     0.000000         2735         1.00
       26.00     0.000000         2777         1.00
       27.00     0.000000         2813         1.00
       28.00     0.000000         2838         1.00
       29.00     0.000000         2854         1.00
       30.00     0.000000         2861         1.00
       31.00     0.000000         2878         1.00
       32.00     0.000000         2913         1.00
       33.00     0.000000         3114         1.00
       34.00     0.000000         3362         1.00
       35.00     0.000000         3478         1.00
       36.00     0.000000         3571         1.00
       37.00     0.000000         3833         1.00
       38.00     0.000000         4996         1.00
       39.00     0.000000         6991         1.00
       40.00     0.000000        10096         1.00
       41.00     0.000000        18234         1.00
       42.00     0.000000        40320         1.00
       43.00     0.000000        79338         1.00
       44.00     0.000000       104579         1.00
       45.00     0.000000       119946         1.00
       46.00     0.000000       140705         1.00
       47.00     0.000000       180829         1.00
       48.00     0.000000       214358         1.00
       49.00     0.000000       228609         1.00
       50.00     0.000000       242070         1.00
       51.00     0.000000       260713         1.00
       52.00     0.000000       276661         1.00
       53.00     0.000000       285995         1.00
       54.00     0.000000       295128         1.00
       55.00     0.000000       315243         1.00
       56.00     0.000000       339153         1.00
       57.00     0.000000       352674         1.00
       58.00     0.000000       359897         1.00
       59.00     0.000000       365215         1.00
       60.00     0.000000       370034         1.00
       61.00     0.000000       374726         1.00
       62.00     0.000000       379372         1.00
       63.00     0.000000       384008         1.00
       64.00     0.000000       388707         1.00
       65.00     0.000000       393767         1.00
       66.00     0.000000       399021         1.00
       67.00     0.000000       404294         1.00
       68.00     0.000000       409525         1.00
       69.00     0.000000       415128         1.00
       70.00     0.000000       421139         1.00
       71.00     0.000000       426974         1.00
       72.00     0.000000       432601         1.00
       73.00     0.000000       437808         1.00
       74.00     0.000000       442549         1.00
       75.00     0.000000       446918         1.00
       76.00     0.000000       450988         1.00
       77.00     0.000000       454506         1.00
       78.00     0.000000       457371         1.00
       79.00     0.000000       459701         1.00
       80.00     0.000000       461860         1.00
       81.00     0.000000       464007         1.00
       82.00     0.000000       466512         1.00
       83.00     0.000000       469072         1.00
       84.00     0.000000       471343         1.00
       85.00     0.000000       472998         1.00
       86.00     0.000000       474237         1.00
       87.00     0.000000       475303         1.00
       88.00     0.000000       476251         1.00
       89.00     0.000000       477174         1.00
       90.00     0.000000       478134         1.00
       91.00     0.000000       479075         1.00
       92.00     0.000000       479821         1.00
       93.00     0.000000       480396         1.00
       94.00     0.000000       480849         1.00
       95.00     0.000000       481197         1.00
       96.00     0.000000       481481         1.00
       97.00     0.000000       481757         1.00
       98.00     0.000000       482005         1.00
       99.00     0.000000       482228         1.00
      100.00     0.000000       482469         1.00
      101.00     0.000000       482746         1.00
      102.00     0.000000       483023         1.00
      103.00     0.000000       483223         1.00
      104.00     0.000000       483353         1.00
      105.00     0.000000       483507         1.00
      106.00     0.000000       483672         1.00
      107.00     0.000000       483834         1.00
      108.00     0.000000       483973         1.00
      109.00     0.000000       484121         1.00
      110.00     0.000000       484233         1.00
      111.00     0.000000       484345         1.00
      112.00     0.000000       484452         1.00
      113.00     0.000000       484559         1.00
      114.00     0.000000       484662         1.00
      115.00     0.000000       484756         1.00
      116.00     0.000000       484844         1.00
      117.00     0.000000       484952         1.00
      118.00     0.000000       485048         1.00
      119.00     0.000000       485141         1.00
      120.00     0.000000       485249         1.00
      121.00     0.000000       485347         1.00
      122.00     0.000000       485453         1.00
      123.00     0.000000       485545         1.00
      124.00     0.000000       485650         1.00
      125.00     0.000000       485750         1.00
      126.00     0.000000       485859         1.00
      127.00     0.000000       485950         1.00
      128.00     0.000000       486044         1.00
      129.00     0.000000       486143         1.00
      130.00     0.000000       486236         1.00
      131.00     0.000000       486324         1.00
      132.00     0.000000       486435         1.00
      133.00     0.000000       486532         1.00
      134.00     0.000000       486632         1.00
      135.00     0.000000       486751         1.00
      136.00     0.000000       486845         1.00
      137.00     0.000000       486973         1.00
      138.00     0.000000       487064         1.00
      139.00     0.000000       487187         1.00
      140.00     0.000000       487312         1.00
      141.00     0.000000       487418         1.00
      142.00     0.000000       487534         1.00
      143.00     0.000000       487662         1.00
      144.00     0.000000       487790         1.00
      145.00     0.000000       487907         1.00
      146.00     0.000000       488034         1.00
      147.00     0.000000       488132         1.00
      148.00     0.000000       488244         1.00
      149.00     0.000000       488369         1.00
      150.00     0.000000       488471         1.00
      151.00     0.000000       488577         1.00
      152.00     0.000000       488682         1.00
      153.00     0.000000       488770         1.00
      154.00     0.000000       488856         1.00
      155.00     0.000000       488944         1.00
      156.00     0.000000       489022         1.00
      157.00     0.000000       489096         1.00
      158.00     0.000000       489159         1.00
      159.00     0.000000       489224         1.00
      160.00     0.000000       489293         1.00
      161.00     0.000000       489355         1.00
      162.00     0.000000       489431         1.00
      163.00     0.000000       489507         1.00
      164.00     0.000000       489569         1.00
      165.00     0.000000       489634         1.00
      166.00     0.000000       489700         1.00
      167.00     0.000000       489752         1.00
      168.00     0.000000       489805         1.00
      169.00     0.000000       489849         1.00
      170.00     0.000000       489901         1.00
      171.00     0.000000       489943         1.00
      172.00     0.000000       489983         1.00
      173.00     0.000000       490021         1.00
      174.00     0.000000       490066         1.00
      175.00     0.000000       490107         1.00
      176.00     0.000000       490154         1.00
      177.00     0.000000       490201         1.00
      178.00     0.000000       490260         1.00
      179.00     0.000000       490313         1.00
      180.00     0.000000       490368         1.00
      181.00     0.000000       490416         1.00
      182.00     0.000000       490469         1.00
      183.00     0.000000       490522         1.00
      184.00     0.000000       490570         1.00
      185.00     0.000000       490631         1.00
      186.00     0.000000       490685         1.00
      187.00     0.000000       490737         1.00
      188.00     0.000000       490783         1.00
      189.00     0.000000       490836         1.00
      190.00     0.000000       490894         1.00
      191.00     0.000000       490946         1.00
      192.00     0.000000       491004         1.00
      193.00     0.000000       491047         1.00
      194.00     0.000000       491101         1.00
      195.00     0.000000       491145         1.00
      196.00     0.000000       491191         1.00
      197.00     0.000000       491244         1.00
      198.00     0.000000       491287         1.00
      199.00     0.000000       491337         1.00
      200.00     0.000000       491381         1.00
      201.00     0.000000       491427         1.00
      202.00     0.000000       491474         1.00
      203.00     0.000000       491518         1.00
      204.00     0.000000       491570         1.00
      205.00     0.000000       491604         1.00
      206.00     0.000000       491653         1.00
      207.00     0.000000       491705         1.00
      208.00     0.000000       491753         1.00
      209.00     0.000000       491792         1.00
      210.00     0.000000       491845         1.00
      211.00     0.000000       491887         1.00
      212.00     0.000000       491956         1.00
      213.00     0.000000       491998         1.00
      214.00     0.000000       492052         1.00
      215.00     0.000000       492096         1.00
      216.00     0.000000       492150         1.00
      217.00     0.000000       492181         1.00
      218.00     0.000000       492216         1.00
      219.00     0.000000       492273         1.00
      220.00     0.000000       492305         1.00
      221.00     0.000000       492354         1.00
      222.00     0.000000       492386         1.00
      223.00     0.000000       492421         1.00
      224.00     0.000000       492460         1.00
      225.00     0.000000       492494         1.00
      226.00     0.000000       492528         1.00
      227.00     0.000000       492567         1.00
      228.00     0.000000       492596         1.00
      229.00     0.000000       492626         1.00
      230.00     0.000000       492663         1.00
      231.00     0.000000       492697         1.00
      232.00     0.000000       492729         1.00
      233.00     0.000000       492767         1.00
      234.00     0.000000       492789         1.00
      235.00     0.000000       492828         1.00
      236.00     0.000000       492851         1.00
      237.00     0.000000       492884         1.00
      238.00     0.000000       492915         1.00
      239.00     0.000000       492940         1.00
      240.00     0.000000       492968         1.00
      241.00     0.000000       493003         1.00
      242.00     0.000000       493029         1.00
      243.00     0.000000       493056         1.00
      244.00     0.000000       493092         1.00
      245.00     0.000000       493121         1.00
      246.00     0.000000       493149         1.00
      247.00     0.000000       493178         1.00
      248.00     0.000000       493204         1.00
      249.00     0.000000       493235         1.00
      250.00     0.000000       493267         1.00
      251.00     0.000000       493299         1.00
      252.00     0.000000       493330         1.00
      253.00     0.000000       493357         1.00
      254.00     0.000000       493383         1.00
      255.00     0.000000       493417         1.00
      257.00     0.000000       493476         1.00
      259.00     0.000000       493536         1.00
      261.00     0.000000       493601         1.00
      263.00     0.000000       493658         1.00
      265.00     0.000000       493717         1.00
      267.00     0.000000       493767         1.00
      269.00     0.000000       493834         1.00
      271.00     0.000000       493887         1.00
      273.00     0.000000       493942         1.00
      275.00     0.000000       493995         1.00
      277.00     0.000000       494052         1.00
      279.00     0.000000       494101         1.00
      281.00     0.000000       494159         1.00
      283.00     0.000000       494205         1.00
      285.00     0.000000       494245         1.00
      287.00     0.000000       494289         1.00
      289.00     0.000000       494337         1.00
      291.00     0.000000       494379         1.00
      293.00     0.000000       494417         1.00
      295.00     0.000000       494458         1.00
      297.00     0.000000       494503         1.00
      299.00     0.000000       494543         1.00
      301.00     0.000000       494585         1.00
      303.00     0.000000       494635         1.00
      305.00     0.000000       494681         1.00
      307.00     0.000000       494723         1.00
      309.00     0.000000       494768         1.00
      311.00     0.000000       494813         1.00
      313.00     0.000000       494860         1.00
      315.00     0.000000       494905         1.00
      317.00     0.000000       494940         1.00
      319.00     0.000000       494986         1.00
      321.00     0.000000       495031         1.00
      323.00     0.000000       495078         1.00
      325.00     0.000000       495120         1.00
      327.00     0.000000       495167         1.00
      329.00     0.000000       495204         1.00
      331.00     0.000000       495251         1.00
      333.00     0.000000       495291         1.00
      335.00     0.000000       495336         1.00
      337.00     0.000000       495368         1.00
      339.00     0.000000       495409         1.00
      341.00     0.000000       495450         1.00
      343.00     0.000000       495489         1.00
      345.00     0.000000       495534         1.00
      347.00     0.000000       495574         1.00
      349.00     0.000000       495614         1.00
      351.00     0.000000       495657         1.00
      353.00     0.000000       495686         1.00
      355.00     0.000000       495727         1.00
      357.00     0.000000       495763         1.00
      359.00     0.000000       495805         1.00
      361.00     0.000000       495842         1.00
      363.00     0.000000       495878         1.00
      365.00     0.000000       495914         1.00
      367.00     0.000000       495961         1.00
      369.00     0.000000       496009         1.00
      371.00     0.000000       496063         1.00
      373.00     0.000000       496111         1.00
      375.00     0.000000       496157         1.00
      377.00     0.000000       496198         1.00
      379.00     0.000000       496244         1.00
      381.00     0.000000       496290         1.00
      383.00     0.000000       496326         1.00
      385.00     0.000000       496369         1.00
      387.00     0.000000       496416         1.00
      389.00     0.000000       496459         1.00
      391.00     0.000000       496503         1.00
      393.00     0.000000       496545         1.00
      395.00     0.000000       496583         1.00
      397.00     0.000000       496616         1.00
      399.00     0.000000       496650         1.00
      401.00     0.000000       496683         1.00
      403.00     0.000000       496721         1.00
      405.00     0.000000       496756         1.00
      407.00     0.000000       496797         1.00
      409.00     0.000000       496835         1.00
      411.00     0.000000       496871         1.00
      413.00     0.000000       496910         1.00
      415.00     0.000000       496951         1.00
      417.00     0.000000       496992         1.00
      419.00     0.000000       497034         1.00
      421.00     0.000000       497067         1.00
      423.00     0.000000       497105         1.00
      425.00     0.000000       497153         1.00
      427.00     0.000000       497189         1.00
      429.00     0.000000       497227         1.00
      431.00     0.000000       497262         1.00
      433.00     0.000000       497296         1.00
      435.00     0.000000       497336         1.00
      437.00     0.000000       497377         1.00
      439.00     0.000000       497414         1.00
      441.00     0.000000       497443         1.00
      443.00     0.000000       497481         1.00
      445.00     0.000000       497511         1.00
      447.00     0.000000       497544         1.00
      449.00     0.000000       497582         1.00
      451.00     0.000000       497618         1.00
      453.00     0.000000       497660         1.00
      455.00     0.000000       497702         1.00
      457.00     0.000000       497748         1.00
      459.00     0.000000       497794         1.00
      461.00     0.000000       497838         1.00
      463.00     0.000000       497876         1.00
      465.00     0.000000       497913         1.00
      467.00     0.000000       497949         1.00
      469.00     0.000000       497989         1.00
      471.00     0.000000       498027         1.00
      473.00     0.000000       498066         1.00
      475.00     0.000000       498102         1.00
      477.00     0.000000       498140         1.00
      479.00     0.000000       498174         1.00
      481.00     0.000000       498213         1.00
      483.00     0.000000       498246         1.00
      485.00     0.000000       498286         1.00
      487.00     0.000000       498328         1.00
      489.00     0.000000       498364         1.00
      491.00     0.000000       498407         1.00
      493.00     0.000000       498440         1.00
      495.00     0.000000       498477         1.00
      497.00     0.000000       498517         1.00
      499.00     0.000000       498552         1.00
      501.00     0.000000       498588         1.00
      503.00     0.000000       498617         1.00
      505.00     0.000000       498656         1.00
      507.00     0.000000       498693         1.00
      509.00     0.000000       498730         1.00
      511.00     0.000000       498767         1.00
      515.00     0.000000       498833         1.00
      519.00     0.000000       498901         1.00
      523.00     0.000000       498962         1.00
      527.00     0.000000       499023         1.00
      531.00     0.000000       499096         1.00
      535.00     0.000000       499162         1.00
      539.00     0.000000       499228         1.00
      543.00     0.000000       499296         1.00
      547.00     0.000000       499366         1.00
      551.00     0.000000       499438         1.00
      555.00     0.000000       499501         1.00
      559.00     0.000000       499572         1.00
      563.00     0.000000       499638         1.00
      567.00     0.000000       499726         1.00
      571.00     0.000000       499791         1.00
      575.00     0.000000       499856         1.00
      579.00     0.000000       499934         1.00
      583.00     0.000000       500009         1.00
      587.00     0.000000       500082         1.00
      591.00     0.000000       500162         1.00
      595.00     0.000000       500233         1.00
      599.00     0.000000       500299         1.00
      603.00     0.000000       500363         1.00
      607.00     0.000000       500435         1.00
      611.00     0.000000       500509         1.00
      615.00     0.000000       500572         1.00
      619.00     0.000000       500633         1.00
      623.00     0.000000       500705         1.00
      627.00     0.000000       500770         1.00
      631.00     0.000000       500848         1.00
      635.00     0.000000       500918         1.00
      639.00     0.000000       500979         1.00
      643.00     0.000000       501048         1.00
      647.00     0.000000       501122         1.00
      651.00     0.000000       501189         1.00
      655.00     0.000000       501269         1.00
      659.00     0.000000       501347         1.00
      663.00     0.000000       501418         1.00
      667.00     0.000000       501492         1.00
      671.00     0.000000       501569         1.00
      675.00     0.000000       501637         1.00
      679.00     0.000000       501710         1.00
      683.00     0.000000       501783         1.00
      687.00     0.000000       501856         1.00
      691.00     0.000000       501918         1.00
      695.00     0.000000       501972         1.00
      699.00     0.000000       502022         1.00
      703.00     0.000000       502088         1.00
      707.00     0.000000       502158         1.00
      711.00     0.000000       502227         1.00
      715.00     0.000000       502301         1.00
      719.00     0.000000       502369         1.00
      723.00     0.000000       502432         1.00
      727.00     0.000000       502492         1.00
      731.00     0.000000       502554         1.00
      735.00     0.000000       502621         1.00
      739.00     0.000000       502689         1.00
      743.00     0.000000       502767         1.00
      747.00     0.000000       502837         1.00
      751.00     0.000000       502910         1.00
      755.00     0.000000       502980         1.00
      759.00     0.000000       503057         1.00
      763.00     0.000000       503120         1.00
      767.00     0.000000       503186         1.00
      771.00     0.000000       503251         1.00
      775.00     0.000000       503324         1.00
      779.00     0.000000       503385         1.00
      783.00     0.000000       503444         1.00
      787.00     0.000000       503518         1.00
      791.00     0.000000       503578         1.00
      795.00     0.000000       503634         1.00
      799.00     0.000000       503692         1.00
      803.00     0.000000       503756         1.00
      807.00     0.000000       503809         1.00
      811.00     0.000000       503869         1.00
      815.00     0.000000       503929         1.00
      819.00     0.000000       503995         1.00
      823.00     0.000000       504046         1.00
      827.00     0.000000       504101         1.00
      831.00     0.000000       504163         1.00
      835.00     0.000000       504223         1.00
      839.00     0.000000       504298         1.00
      843.00     0.000000       504372         1.00
      847.00     0.000000       504444         1.00
      851.00     0.000000       504505         1.00
      855.00     0.000000       504568         1.00
      859.00     0.000000       504631         1.00
      863.00     0.000000       504696         1.00
      867.00     0.000000       504769         1.00
      871.00     0.000000       504846         1.00
      875.00     0.000000       504917         1.00
      879.00     0.000000       504990         1.00
      883.00     0.000000       505071         1.00
      887.00     0.000000       505143         1.00
      891.00     0.000000       505218         1.00
      895.00     0.000000       505286         1.00
      899.00     0.000000       505364         1.00
      903.00     0.000000       505431         1.00
      907.00     0.000000       505499         1.00
      911.00     0.000000       505557         1.00
      915.00     0.000000       505625         1.00
      919.00     0.000000       505688         1.00
      923.00     0.000000       505757         1.00
      927.00     0.000000       505828         1.00
      931.00     0.000000       505888         1.00
      935.00     0.000000       505958         1.00
      939.00     0.000000       506020         1.00
      943.00     0.000000       506084         1.00
      947.00     0.000000       506151         1.00
      951.00     0.000000       506219         1.00
      955.00     0.000000       506286         1.00
      959.00     0.000000       506363         1.00
      963.00     0.000000       506427         1.00
      967.00     0.000000       506493         1.00
      971.00     0.000000       506548         1.00
      975.00     0.000000       506607         1.00
      979.00     0.000000       506679         1.00
      983.00     0.000000       506732         1.00
      987.00     0.000000       506789         1.00
      991.00     0.000000       506864         1.00
      995.00     0.000000       506924         1.00
      999.00     0.000000       506977         1.00
     1003.00     0.000000       507037         1.00
     1007.00     0.000000       507098         1.00
     1011.00     0.000000       507163         1.00
     1015.00     0.000000       507218         1.00
     1019.00     0.000000       507274         1.00
     1023.00     0.000000       507333         1.00
     1031.00     0.000000       507456         1.00
     1039.00     0.000000       507568         1.00
     1047.00     0.000000       507674         1.00
     1055.00     0.000000       507783         1.00
     1063.00     0.000000       507909         1.00
     1071.00     0.000000       508022         1.00
     1079.00     0.000000       508140         1.00
     1087.00     0.000000       508260         1.00
     1095.00     0.000000       508374         1.00
     1103.00     0.000000       508503         1.00
     1111.00     0.000000       508605         1.00
     1119.00     0.000000       508721         1.00
     1127.00     0.000000       508823         1.00
     1135.00     0.000000       508944         1.00
     1143.00     0.000000       509084         1.00
     1151.00     0.000000       509230         1.00
     1159.00     0.000000       509360         1.00
     1167.00     0.000000       509481         1.00
     1175.00     0.000000       509611         1.00
     1183.00     0.000000       509722         1.00
     1191.00     0.000000       509832         1.00
     1199.00     0.000000       509944         1.00
     1207.00     0.000000       510070         1.00
     1215.00     0.000000       510193         1.00
     1223.00     0.000000       510307         1.00
     1231.00     0.000000       510412         1.00
     1239.00     0.000000       510525         1.00
     1247.00     0.000000       510634         1.00
     1255.00     0.000000       510763         1.00
     1263.00     0.000000       510891         1.00
     1271.00     0.000000       511010         1.00
     1279.00     0.000000       511123         1.00
     1287.00     0.000000       511247         1.00
     1295.00     0.000000       511356         1.00
     1303.00     0.000000       511482         1.00
     1311.00     0.000000       511602         1.00
     1319.00     0.000000       511728         1.00
     1327.00     0.000000       511846         1.00
     1335.00     0.000000       511969         1.00
     1343.00     0.000000       512083         1.00
     1351.00     0.000000       512199         1.00
     1359.00     0.000000       512312         1.00
     1367.00     0.000000       512450         1.00
     1375.00     0.000000       512567         1.00
     1383.00     0.000000       512675         1.00
     1391.00     0.000000       512782         1.00
     1399.00     0.000000       512913         1.00
     1407.00     0.000000       513029         1.00
     1415.00     0.000000       513145         1.00
     1423.00     0.000000       513261         1.00
     1431.00     0.000000       513393         1.00
     1439.00     0.000000       513517         1.00
     1447.00     0.000000       513637         1.00
     1455.00     0.000000       513769         1.00
     1463.00     0.000000       513895         1.00
     1471.00     0.000000       514010         1.00
     1479.00     0.000000       514138         1.00
     1487.00     0.000000       514275         1.00
     1495.00     0.000000       514386         1.00
     1503.00     0.000000       514494         1.00
     1511.00     0.000000       514601         1.00
     1519.00     0.000000       514721         1.00
     1527.00     0.000000       514867         1.00
     1535.00     0.000000       515018         1.00
     1543.00     0.000000       515148         1.00
     1551.00     0.000000       515286         1.00
     1559.00     0.000000       515421         1.00
     1567.00     0.000000       515546         1.00
     1575.00     0.000000       515678         1.00
     1583.00     0.000000       515813         1.00
     1591.00     0.000000       515937         1.00
     1599.00     0.000000       516060         1.00
     1607.00     0.000000       516180         1.00
     1615.00     0.000000       516297         1.00
     1623.00     0.000000       516420         1.00
     1631.00     0.000000       516557         1.00
     1639.00     0.000000       516687         1.00
     1647.00     0.000000       516805         1.00
     1655.00     0.000000       516931         1.00
     1663.00     0.000000       517053         1.00
     1671.00     0.000000       517164         1.00
     1679.00     0.000000       517269         1.00
     1687.00     0.000000       517371         1.00
     1695.00     0.000000       517486         1.00
     1703.00     0.000000       517597         1.00
     1711.00     0.000000       517710         1.00
     1719.00     0.000000       517821         1.00
     1727.00     0.000000       517936         1.00
     1735.00     0.000000       518048         1.00
     1743.00     0.000000       518158         1.00
     1751.00     0.000000       518254         1.00
     1759.00     0.000000       518370         1.00
     1767.00     0.000000       518487         1.00
     1775.00     0.000000       518600         1.00
     1783.00     0.000000       518714         1.00
     1791.00     0.000000       518822         1.00
     1799.00     0.000000       518956         1.00
     1807.00     0.000000       519080         1.00
     1815.00     0.000000       519201         1.00
     1823.00     0.000000       519333         1.00
     1831.00     0.000000       519475         1.00
     1839.00     0.000000       519598         1.00
     1847.00     0.000000       519714         1.00
     1855.00     0.000000       519838         1.00
     1863.00     0.000000       519954         1.00
     1871.00     0.000000       520082         1.00
     1879.00     0.000000       520205         1.00
     1887.00     0.000000       520338         1.00
     1895.00     0.000000       520456         1.00
     1903.00     0.000000       520590         1.00
     1911.00     0.000000       520710         1.00
     1919.00     0.000000       520827         1.00
     1927.00     0.000000       520959         1.00
     1935.00     0.000000       521077         1.00
     1943.00     0.000000       521198         1.00
     1951.00     0.000000       521330         1.00
     1959.00     0.000000       521451         1.00
     1967.00     0.000000       521565         1.00
     1975.00     0.000000       521674         1.00
     1983.00     0.000000       521786         1.00
     1991.00     0.000000       521902         1.00
     1999.00     0.000000       522007         1.00
     2007.00     0.000000       522107         1.00
     2015.00     0.000000       522218         1.00
     2023.00     0.000000       522336         1.00
     2031.00     0.000000       522457         1.00
     2039.00     0.000000       522586         1.00
     2047.00     0.000000       522710         1.00
     2063.00     0.000000       522987         1.00
     2079.00     0.000000       523235         1.00
     2095.00     0.000000       523466         1.00
     2111.00     0.000000       523696         1.00
     2127.00     0.000000       523948         1.00
     2143.00     0.000000       524195         1.00
     2159.00     0.000000       524426         1.00
     2175.00     0.000000       524670         1.00
     2191.00     0.000000       524949         1.00
     2207.00     0.000000       525197         1.00
     2223.00     0.000000       525439         1.00
     2239.00     0.000000       525653         1.00
     2255.00     0.000000       525905         1.00
     2271.00     0.000000       526148         1.00
     2287.00     0.000000       526398         1.00
     2303.00     0.000000       526648         1.00
     2319.00     0.000000       526910         1.00
     2335.00     0.000000       527172         1.00
     2351.00     0.000000       527452         1.00
     2367.00     0.000000       527694         1.00
     2383.00     0.000000       527918         1.00
     2399.00     0.000000       528133         1.00
     2415.00     0.000000       528344         1.00
     2431.00     0.000000       528583         1.00
     2447.00     0.000000       528821         1.00
     2463.00     0.000000       529032         1.00
     2479.00     0.000000       529254         1.00
     2495.00     0.000000       529477         1.00
     2511.00     0.000000       529690         1.00
     2527.00     0.000000       529935         1.00
     2543.00     0.000000       530175         1.00
     2559.00     0.000000       530380         1.00
     2575.00     0.000000       530604         1.00
     2591.00     0.000000       530826         1.00
     2607.00     0.000000       531070         1.00
     2623.00     0.000000       531297         1.00
     2639.00     0.000000       531546         1.00
     2655.00     0.000000       531780         1.00
     2671.00     0.000000       532010         1.00
     2687.00     0.000000       532255         1.00
     2703.00     0.000000       532526         1.00
     2719.00     0.000000       532756         1.00
     2735.00     0.000000       532990         1.00
     2751.00     0.000000       533215         1.00
     2767.00     0.000000       533464         1.00
     2783.00     0.000000       533704         1.00
     2799.00     0.000000       533956         1.00
     2815.00     0.000000       534207         1.00
     2831.00     0.000000       534443         1.00
     2847.00     0.000000       534657         1.00
     2863.00     0.000000       534876         1.00
     2879.00     0.000000       535087         1.00
     2895.00     0.000000       535292         1.00
     2911.00     0.000000       535515         1.00
     2927.00     0.000000       535734         1.00
     2943.00     0.000000       535960         1.00
     2959.00     0.000000       536180         1.00
     2975.00     0.000000       536402         1.00
     2991.00     0.000000       536622         1.00
     3007.00     0.000000       536838         1.00
     3023.00     0.000000       537095         1.00
     3039.00     0.000000       537363         1.00
     3055.00     0.000000       537601         1.00
     3071.00     0.000000       537830         1.00
     3087.00     0.000000       538046         1.00
     3103.00     0.000000       538283         1.00
     3119.00     0.000000       538515         1.00
     3135.00     0.000000       538726         1.00
     3151.00     0.000000       538932         1.00
     3167.00     0.000000       539157         1.00
     3183.00     0.000000       539374         1.00
     3199.00     0.000000       539568         1.00
     3215.00     0.000000       539769         1.00
     3231.00     0.000000       539990         1.00
     3247.00     0.000000       540217         1.00
     3263.00     0.000000       540443         1.00
     3279.00     0.000000       540662         1.00
     3295.00     0.000000       540871         1.00
     3311.00     0.000000       541110         1.00
     3327.00     0.000000       541307         1.00
     3343.00     0.000000       541538         1.00
     3359.00     0.000000       541755         1.00
     3375.00     0.000000       541957         1.00
     3391.00     0.000000       542159         1.00
     3407.00     0.000000       542367         1.00
     3423.00     0.000000       542598         1.00
     3439.00     0.000000       542830         1.00
     3455.00     0.000000       543077         1.00
     3471.00     0.000000       543284         1.00
     3487.00     0.000000       543490         1.00
     3503.00     0.000000       543714         1.00
     3519.00     0.000000       543938         1.00
     3535.00     0.000000       544142         1.00
     3551.00     0.000000       544354         1.00
     3567.00     0.000000       544571         1.00
     3583.00     0.000000       544805         1.00
     3599.00     0.000000       544996         1.00
     3615.00     0.000000       545198         1.00
