       Value   Percentile   TotalCount 1/(1-Percentile)
     8159.00     0.000000       599680         1.00
     8191.00     0.000000       599681         1.00
     8255.00     0.000000       599683         1.00
     8319.00     0.000000       599685         1.00
     8383.00     0.000000       599687         1.00
     8447.00     0.000000       599689         1.00
     8511.00     0.000000       599691         1.00
     8575.00     0.000000       599693         1.00
     8639.00     0.000000       599695         1.00
     8703.00     0.000000       599697         1.00
     8767.00     0.000000       599699         1.00
     8831.00     0.000000       599701         1.00
     8895.00     0.000000       599703         1.00
     8959.00     0.000000       599705         1.00
     9023.00     0.000000       599707         1.00
     9087.00     0.000000       599709         1.00
     9151.00     0.000000       599711         1.00
     9215.00     0.000000       599713         1.00
     9279.00     0.000000       599715         1.00
     9343.00     0.000000       599717         1.00
     9407.00     0.000000       599719         1.00
     9471.00     0.000000       599721         1.00
     9535.00     0.000000       599723         1.00
     9599.00     0.000000       599725         1.00
     9663.00     0.000000       599727         1.00
     9727.00     0.000000       599729         1.00
     9791.00     0.000000       599731         1.00
     9855.00     0.000000       599733         1.00
     9919.00     0.000000       599735         1.00
     9983.00     0.000000       599737         1.00
    10047.00     0.000000       599739         1.00
    10111.00     0.000000       599741         1.00
    10175.00     0.000000       599743         1.00
    10239.00     0.000000       599745         1.00
    10303.00     0.000000       599746         1.00
    10367.00     0.000000       599748         1.00
    10431.00     0.000000       599750         1.00
    10495.00     0.000000       599752         1.00
    10559.00     0.000000       599754         1.00
    10623.00     0.000000       599756         1.00
    10687.00     0.000000       599758         1.00
    10751.00     0.000000       599760         1.00
    10815.00     0.000000       599762         1.00
    10879.00     0.000000       599764         1.00
    10943.00     0.000000       599766         1.00
    11007.00     0.000000       599768         1.00
    11071.00     0.000000       599770         1.00
    11135.00     0.000000       599772         1.00
    11199.00     0.000000       599774         1.00
    11263.00     0.000000       599776         1.00
    11327.00     0.000000       599778         1.00
    11391.00     0.000000       599780         1.00
    11455.00     0.000000       599782         1.00
    11519.00     0.000000       599784         1.00
    11583.00     0.000000       599786         1.00
    11647.00     0.000000       599788         1.00
    11711.00     0.000000       599790         1.00
    11775.00     0.000000       599792         1.00
    11839.00     0.000000       599794         1.00
    11903.00     0.000000       599796         1.00
    11967.00     0.000000       599798         1.00
    12031.00     0.000000       599800         1.00
    12095.00     0.000000       599802         1.00
    12159.00     0.000000       599804         1.00
    12223.00     0.000000       599806         1.00
    12287.00     0.000000       599809         1.00
    12351.00     0.000000       599811         1.00
    12415.00     0.000000       599813         1.00
    12479.00     0.000000       599815         1.00
    12543.00     0.000000       599817         1.00
    12607.00     0.000000       599819         1.00
    12671.00     0.000000       599821         1.00
    12735.00     0.000000       599823         1.00
    12799.00     0.000000       599825         1.00
    12863.00     0.000000       599826         1.00
    12927.00     0.000000       599828         1.00
    12991.00     0.000000       599830         1.00
    13055.00     0.000000       599832         1.00
    13119.00     0.000000       599834         1.00
    13183.00     0.000000       599838         1.00
    13247.00     0.000000       599869         1.00
    13311.00     0.000000       599897         1.00
    13375.00     0.000000       599928         1.00
    13439.00     0.000000       599954         1.00
    13503.00     0.000000       599973         1.00
    13567.00     0.000000       599979         1.00
    13631.00     0.000000       599985         1.00
    13695.00     0.000000       599990         1.00
    13759.00     0.000000       599997         1.00
    13823.00     0.000000       600000         1.00
#[Mean    =      917.892, StdDeviation   =     1871.631]
#[Max     =    13823.000, Total count    =       600000]
#[Buckets =           13, SubBuckets     =          256]
       Value   Percentile   TotalCount 1/(1-Percentile)

        0.00     0.000000            0         1.00
        1.00     0.000000            0         1.00
        2.00     0.000000            0         1.00
        3.00     0.000000            0         1.00
        4.00     0.000000            0         1.00
        5.00     0.000000            0         1.00
        6.00     0.000000            0         1.00
        7.00     0.000000            0         1.00
        8.00     0.000000            0         1.00
        9.00     0.000000            0         1.00
       10.00     0.000000            0         1.00
       11.00     0.000000            0         1.00
       12.00     0.000000            0         1.00
       13.00     0.000000            6         1.00
       14.00     0.000000          127         1.00
       15.00     0.000000         3003         1.00
       16.00     0.000000         5934         1.00
       17.00     0.000000         6554         1.00
       18.00     0.000000         6858         1.00
       19.00     0.000000         7154         1.00
       20.00     0.000000         7736         1.00
       21.00     0.000000         8218         1.00
       22.00     0.000000         8915         1.00
       23.00     0.000000         9875         1.00
       24.00     0.000000        11748         1.00
       25.00     0.000000        14258         1.00
       26.00     0.000000        17109         1.00
       27.00     0.000000        19484         1.00
       28.00     0.000000        22329         1.00
       29.00     0.000000        27648         1.00
       30.00     0.000000        42923         1.00
       31.00     0.000000        58179         1.00
       32.00     0.000000        63911         1.00
       33.00     0.000000        65836         1.00
       34.00     0.000000        66889         1.00
       35.00     0.000000        67710         1.00
       36.00     0.000000        68687         1.00
       37.00     0.000000        69845         1.00
       38.00     0.000000        71948         1.00
       39.00     0.000000        76362         1.00
       40.00     0.000000        82172         1.00
       41.00     0.000000        93102         1.00
       42.00     0.000000       119340         1.00
       43.00     0.000000       155183         1.00
       44.00     0.000000       175081         1.00
       45.00     0.000000       188140         1.00
       46.00     0.000000       206838         1.00
       47.00     0.000000       237823         1.00
       48.00     0.000000       262934         1.00
       49.00     0.000000       275653         1.00
       50.00     0.000000       291256         1.00
       51.00     0.000000       309764         1.00
       52.00     0.000000       322364         1.00
       53.00     0.000000       330031         1.00
       54.00     0.000000       338572         1.00
       55.00     0.000000       353050         1.00
       56.00     0.000000       368513         1.00
       57.00     0.000000       377700         1.00
       58.00     0.000000       383789         1.00
       59.00     0.000000       389162         1.00
       60.00     0.000000       393942         1.00
       61.00     0.000000       398106         1.00
       62.00     0.000000       402059         1.00
       63.00     0.000000       405819         1.00
       64.00     0.000000       409793         1.00
       65.00     0.000000       414020         1.00
       66.00     0.000000       418732         1.00
       67.00     0.000000       423418         1.00
       68.00     0.000000       428248         1.00
       69.00     0.000000       433125         1.00
       70.00     0.000000       438386         1.00
       71.00     0.000000       443513         1.00
       72.00     0.000000       448740         1.00
       73.00     0.000000       453581         1.00
       74.00     0.000000       458048         1.00
       75.00     0.000000       462398         1.00
       76.00     0.000000       466345         1.00
       77.00     0.000000       469947         1.00
       78.00     0.000000       473254         1.00
       79.00     0.000000       475944         1.00
       80.00     0.000000       478205         1.00
       81.00     0.000000       480265         1.00
       82.00     0.000000       482265         1.00
       83.00     0.000000       484399         1.00
       84.00     0.000000       486474         1.00
       85.00     0.000000       488228         1.00
       86.00     0.000000       489685         1.00
       87.00     0.000000       490807         1.00
       88.00     0.000000       491699         1.00
       89.00     0.000000       492437         1.00
       90.00     0.000000       493186         1.00
       91.00     0.000000       493960         1.00
       92.00     0.000000       494760         1.00
       93.00     0.000000       495425         1.00
       94.00     0.000000       495870         1.00
       95.00     0.000000       496176         1.00
       96.00     0.000000       496440         1.00
       97.00     0.000000       496649         1.00
       98.00     0.000000       496829         1.00
       99.00     0.000000       497044         1.00
      100.00     0.000000       497212         1.00
      101.00     0.000000       497373         1.00
      102.00     0.000000       497494         1.00
      103.00     0.000000       497625         1.00
      104.00     0.000000       497741         1.00
      105.00     0.000000       497843         1.00
      106.00     0.000000       497951         1.00
      107.00     0.000000       498045         1.00
      108.00     0.000000       498167         1.00
      109.00     0.000000       498255         1.00
      110.00     0.000000       498356         1.00
      111.00     0.000000       498464         1.00
      112.00     0.000000       498556         1.00
      113.00     0.000000       498660         1.00
      114.00     0.000000       498760         1.00
      115.00     0.000000       498860         1.00
      116.00     0.000000       498968         1.00
      117.00     0.000000       499073         1.00
      118.00     0.000000       499177         1.00
      119.00     0.000000       499308         1.00
      120.00     0.000000       499434         1.00
      121.00     0.000000       499555         1.00
      122.00     0.000000       499681         1.00
      123.00     0.000000       499807         1.00
      124.00     0.000000       499909         1.00
      125.00     0.000000       500025         1.00
      126.00     0.000000       500156         1.00
      127.00     0.000000       500282         1.00
      128.00     0.000000       500406         1.00
      129.00     0.000000       500501         1.00
      130.00     0.000000       500624         1.00
      131.00     0.000000       500737         1.00
      132.00     0.000000       500864         1.00
      133.00     0.000000       500983         1.00
      134.00     0.000000       501089         1.00
      135.00     0.000000       501193         1.00
      136.00     0.000000       501309         1.00
      137.00     0.000000       501395         1.00
      138.00     0.000000       501481         1.00
      139.00     0.000000       501562         1.00
      140.00     0.000000       501659         1.00
      141.00     0.000000       501732         1.00
      142.00     0.000000       501808         1.00
      143.00     0.000000       501881         1.00
      144.00     0.000000       501939         1.00
      145.00     0.000000       501997         1.00
      146.00     0.000000       502065         1.00
      147.00     0.000000       502114         1.00
      148.00     0.000000       502159         1.00
      149.00     0.000000       502209         1.00
      150.00     0.000000       502249         1.00
      151.00     0.000000       502291         1.00
      152.00     0.000000       502317         1.00
      153.00     0.000000       502350         1.00
      154.00     0.000000       502383         1.00
      155.00     0.000000       502407         1.00
      156.00     0.000000       502430         1.00
      157.00     0.000000       502457         1.00
      158.00     0.000000       502481         1.00
      159.00     0.000000       502503         1.00
      160.00     0.000000       502530         1.00
      161.00     0.000000       502557         1.00
      162.00     0.000000       502584         1.00
      163.00     0.000000       502607         1.00
      164.00     0.000000       502646         1.00
      165.00     0.000000       502678         1.00
      166.00     0.000000       502699         1.00
      167.00     0.000000       502733         1.00
      168.00     0.000000       502753         1.00
      169.00     0.000000       502783         1.00
      170.00     0.000000       502808         1.00
      171.00     0.000000       502821         1.00
      172.00     0.000000       502847         1.00
      173.00     0.000000       502866         1.00
      174.00     0.000000       502894         1.00
      175.00     0.000000       502919         1.00
      176.00     0.000000       502940         1.00
      177.00     0.000000       502966         1.00
      178.00     0.000000       502995         1.00
      179.00     0.000000       503015         1.00
      180.00     0.000000       503049         1.00
      181.00     0.000000       503073         1.00
      182.00     0.000000       503094         1.00
      183.00     0.000000       503115         1.00
      184.00     0.000000       503129         1.00
      185.00     0.000000       503153         1.00
      186.00     0.000000       503173         1.00
      187.00     0.000000       503196         1.00
      188.00     0.000000       503217         1.00
      189.00     0.000000       503237         1.00
      190.00     0.000000       503258         1.00
      191.00     0.000000       503278         1.00
      192.00     0.000000       503299         1.00
      193.00     0.000000       503321         1.00
      194.00     0.000000       503330         1.00
      195.00     0.000000       503358         1.00
      196.00     0.000000       503372         1.00
      197.00     0.000000       503391         1.00
      198.00     0.000000       503406         1.00
      199.00     0.000000       503426         1.00
      200.00     0.000000       503443         1.00
      201.00     0.000000       503456         1.00
      202.00     0.000000       503477         1.00
      203.00     0.000000       503487         1.00
      204.00     0.000000       503505         1.00
      205.00     0.000000       503529         1.00
      206.00     0.000000       503545         1.00
      207.00     0.000000       503564         1.00
      208.00     0.000000       503586         1.00
      209.00     0.000000       503600         1.00
      210.00     0.000000       503618         1.00
      211.00     0.000000       503642         1.00
      212.00     0.000000       503665         1.00
      213.00     0.000000       503681         1.00
      214.00     0.000000       503705         1.00
      215.00     0.000000       503722         1.00
      216.00     0.000000       503740         1.00
      217.00     0.000000       503759         1.00
      218.00     0.000000       503776         1.00
      219.00     0.000000       503792         1.00
      220.00     0.000000       503818         1.00
      221.00     0.000000       503829         1.00
      222.00     0.000000       503852         1.00
      223.00     0.000000       503875         1.00
      224.00     0.000000       503895         1.00
      225.00     0.000000       503915         1.00
      226.00     0.000000       503934         1.00
      227.00     0.000000       503951         1.00
      228.00     0.000000       503971         1.00
      229.00     0.000000       503990         1.00
      230.00     0.000000       504006         1.00
      231.00     0.000000       504021         1.00
      232.00     0.000000       504035         1.00
      233.00     0.000000       504054         1.00
      234.00     0.000000       504064         1.00
      235.00     0.000000       504079         1.00
      236.00     0.000000       504092         1.00
      237.00     0.000000       504106         1.00
      238.00     0.000000       504125         1.00
      239.00     0.000000       504137         1.00
      240.00     0.000000       504160         1.00
      241.00     0.000000       504177         1.00
      242.00     0.000000       504195         1.00
      243.00     0.000000       504218         1.00
      244.00     0.000000       504235         1.00
      245.00     0.000000       504257         1.00
      246.00     0.000000       504267         1.00
      247.00     0.000000       504281         1.00
      248.00     0.000000       504297         1.00
      249.00     0.000000       504315         1.00
      250.00     0.000000       504330         1.00
      251.00     0.000000       504351         1.00
      252.00     0.000000       504363         1.00
      253.00     0.000000       504378         1.00
      254.00     0.000000       504387         1.00
      255.00     0.000000       504399         1.00
      257.00     0.000000       504425         1.00
      259.00     0.000000       504451         1.00
      261.00     0.000000       504483         1.00
      263.00     0.000000       504514         1.00
      265.00     0.000000       504540         1.00
      267.00     0.000000       504570         1.00
      269.00     0.000000       504595         1.00
      271.00     0.000000       504626         1.00
      273.00     0.000000       504654         1.00
      275.00     0.000000       504680         1.00
      277.00     0.000000       504707         1.00
      279.00     0.000000       504744         1.00
      281.00     0.000000       504775         1.00
      283.00     0.000000       504799         1.00
      285.00     0.000000       504820         1.00
      287.00     0.000000       504851         1.00
      289.00     0.000000       504875         1.00
      291.00     0.000000       504905         1.00
      293.00     0.000000       504933         1.00
      295.00     0.000000       504968         1.00
      297.00     0.000000       505000         1.00
      299.00     0.000000       505038         1.00
      301.00     0.000000       505068         1.00
      303.00     0.000000       505100         1.00
      305.00     0.000000       505124         1.00
      307.00     0.000000       505152         1.00
      309.00     0.000000       505187         1.00
      311.00     0.000000       505220         1.00
      313.00     0.000000       505254         1.00
      315.00     0.000000       505282         1.00
      317.00     0.000000       505304         1.00
      319.00     0.000000       505333         1.00
      321.00     0.000000       505357         1.00
      323.00     0.000000       505383         1.00
      325.00     0.000000       505405         1.00
      327.00     0.000000       505440         1.00
      329.00     0.000000       505469         1.00
      331.00     0.000000       505493         1.00
      333.00     0.000000       505511         1.00
      335.00     0.000000       505536         1.00
      337.00     0.000000       505559         1.00
      339.00     0.000000       505586         1.00
      341.00     0.000000       505622         1.00
      343.00     0.000000       505645         1.00
      345.00     0.000000       505674         1.00
      347.00     0.000000       505699         1.00
      349.00     0.000000       505723         1.00
      351.00     0.000000       505752         1.00
      353.00     0.000000       505770         1.00
      355.00     0.000000       505799         1.00
      357.00     0.000000       505827         1.00
      359.00     0.000000       505852         1.00
      361.00     0.000000       505880         1.00
      363.00     0.000000       505913         1.00
      365.00     0.000000       505956         1.00
      367.00     0.000000       505980         1.00
      369.00     0.000000       506008         1.00
      371.00     0.000000       506039         1.00
      373.00     0.000000       506060         1.00
      375.00     0.000000       506083         1.00
      377.00     0.000000       506108         1.00
      379.00     0.000000       506140         1.00
      381.00     0.000000       506168         1.00
      383.00     0.000000       506199         1.00
      385.00     0.000000       506230         1.00
      387.00     0.000000       506264         1.00
      389.00     0.000000       506293         1.00
      391.00     0.000000       506324         1.00
      393.00     0.000000       506358         1.00
      395.00     0.000000       506396         1.00
      397.00     0.000000       506429         1.00
      399.00     0.000000       506463         1.00
      401.00     0.000000       506493         1.00
      403.00     0.000000       506523         1.00
      405.00     0.000000       506557         1.00
      407.00     0.000000       506592         1.00
      409.00     0.000000       506620         1.00
      411.00     0.000000       506649         1.00
      413.00     0.000000       506675         1.00
      415.00     0.000000       506705         1.00
      417.00     0.000000       506731         1.00
      419.00     0.000000       506753         1.00
      421.00     0.000000       506783         1.00
      423.00     0.000000       506810         1.00
      425.00     0.000000       506832         1.00
      427.00     0.000000       506862         1.00
      429.00     0.000000       506891         1.00
      431.00     0.000000       506914         1.00
      433.00     0.000000       506939         1.00
      435.00     0.000000       506961         1.00
      437.00     0.000000       506990         1.00
      439.00     0.000000       507013         1.00
      441.00     0.000000       507042         1.00
      443.00     0.000000       507075         1.00
      445.00     0.000000       507099         1.00
      447.00     0.000000       507126         1.00
      449.00     0.000000       507156         1.00
      451.00     0.000000       507183         1.00
      453.00     0.000000       507218         1.00
      455.00     0.000000       507245         1.00
      457.00     0.000000       507278         1.00
      459.00     0.000000       507310         1.00
      461.00     0.000000       507336         1.00
      463.00     0.000000       507369         1.00
      465.00     0.000000       507400         1.00
      467.00     0.000000       507427         1.00
      469.00     0.000000       507460         1.00
      471.00     0.000000       507488         1.00
      473.00     0.000000       507523         1.00
      475.00     0.000000       507552         1.00
      477.00     0.000000       507578         1.00
      479.00     0.000000       507600         1.00
      481.00     0.000000       507632         1.00
      483.00     0.000000       507653         1.00
      485.00     0.000000       507684         1.00
      487.00     0.000000       507719         1.00
      489.00     0.000000       507751         1.00
      491.00     0.000000       507781         1.00
      493.00     0.000000       507813         1.00
      495.00     0.000000       507839         1.00
      497.00     0.000000       507871         1.00
      499.00     0.000000       507894         1.00
      501.00     0.000000       507918         1.00
      503.00     0.000000       507938         1.00
      505.00     0.000000       507963         1.00
      507.00     0.000000       507985         1.00
      509.00     0.000000       508015         1.00
      511.00     0.000000       508045         1.00
      515.00     0.000000       508104         1.00
      519.00     0.000000       508162         1.00
      523.00     0.000000       508219         1.00
      527.00     0.000000       508280         1.00
      531.00     0.000000       508333         1.00
      535.00     0.000000       508397         1.00
      539.00     0.000000       508456         1.00
      543.00     0.000000       508516         1.00
      547.00     0.000000       508583         1.00
      551.00     0.000000       508640         1.00
      555.00     0.000000       508695         1.00
      559.00     0.000000       508753         1.00
      563.00     0.000000       508809         1.00
      567.00     0.000000       508865         1.00
      571.00     0.000000       508928         1.00
      575.00     0.000000       508989         1.00
      579.00     0.000000       509050         1.00
      583.00     0.000000       509108         1.00
      587.00     0.000000       509172         1.00
      591.00     0.000000       509232         1.00
      595.00     0.000000       509284         1.00
      599.00     0.000000       509340         1.00
      603.00     0.000000       509402         1.00
      607.00     0.000000       509467         1.00
      611.00     0.000000       509525         1.00
      615.00     0.000000       509584         1.00
      619.00     0.000000       509651         1.00
      623.00     0.000000       509716         1.00
      627.00     0.000000       509776         1.00
      631.00     0.000000       509821         1.00
      635.00     0.000000       509882         1.00
      639.00     0.000000       509937         1.00
      643.00     0.000000       509983         1.00
      647.00     0.000000       510043         1.00
      651.00     0.000000       510091         1.00
      655.00     0.000000       510137         1.00
      659.00     0.000000       510197         1.00
      663.00     0.000000       510253         1.00
      667.00     0.000000       510315         1.00
      671.00     0.000000       510374         1.00
      675.00     0.000000       510431         1.00
      679.00     0.000000       510488         1.00
      683.00     0.000000       510546         1.00
      687.00     0.000000       510603         1.00
      691.00     0.000000       510660         1.00
      695.00     0.000000       510709         1.00
      699.00     0.000000       510769         1.00
      703.00     0.000000       510825         1.00
      707.00     0.000000       510878         1.00
      711.00     0.000000       510933         1.00
      715.00     0.000000       510985         1.00
      719.00     0.000000       511050         1.00
      723.00     0.000000       511101         1.00
      727.00     0.000000       511148         1.00
      731.00     0.000000       511200         1.00
      735.00     0.000000       511255         1.00
      739.00     0.000000       511301         1.00
      743.00     0.000000       511353         1.00
      747.00     0.000000       511416         1.00
      751.00     0.000000       511482         1.00
      755.00     0.000000       511532         1.00
      759.00     0.000000       511576         1.00
      763.00     0.000000       511624         1.00
      767.00     0.000000       511672         1.00
      771.00     0.000000       511720         1.00
      775.00     0.000000       511782         1.00
      779.00     0.000000       511835         1.00
      783.00     0.000000       511896         1.00
      787.00     0.000000       511946         1.00
      791.00     0.000000       512008         1.00
      795.00     0.000000       512067         1.00
      799.00     0.000000       512119         1.00
      803.00     0.000000       512167         1.00
      807.00     0.000000       512230         1.00
      811.00     0.000000       512291         1.00
      815.00     0.000000       512337         1.00
      819.00     0.000000       512385         1.00
      823.00     0.000000       512428         1.00
      827.00     0.000000       512481         1.00
      831.00     0.000000       512539         1.00
      835.00     0.000000       512601         1.00
      839.00     0.000000       512665         1.00
      843.00     0.000000       512724         1.00
      847.00     0.000000       512791         1.00
      851.00     0.000000       512856         1.00
      855.00     0.000000       512912         1.00
      859.00     0.000000       512962         1.00
      863.00     0.000000       513016         1.00
      867.00     0.000000       513065         1.00
      871.00     0.000000       513120         1.00
      875.00     0.000000       513169         1.00
      879.00     0.000000       513221         1.00
      883.00     0.000000       513286         1.00
      887.00     0.000000       513351         1.00
      891.00     0.000000       513417         1.00
      895.00     0.000000       513475         1.00
      899.00     0.000000       513541         1.00
      903.00     0.000000       513599         1.00
      907.00     0.000000       513661         1.00
      911.00     0.000000       513716         1.00
      915.00     0.000000       513774         1.00
      919.00     0.000000       513834         1.00
      923.00     0.000000       513883         1.00
      927.00     0.000000       513947         1.00
      931.00     0.000000       514001         1.00
      935.00     0.000000       514055         1.00
      939.00     0.000000       514107         1.00
      943.00     0.000000       514169         1.00
      947.00     0.000000       514233         1.00
      951.00     0.000000       514279         1.00
      955.00     0.000000       514326         1.00
      959.00     0.000000       514385         1.00
      963.00     0.000000       514439         1.00
      967.00     0.000000       514508         1.00
      971.00     0.000000       514572         1.00
      975.00     0.000000       514620         1.00
      979.00     0.000000       514666         1.00
      983.00     0.000000       514722         1.00
      987.00     0.000000       514781         1.00
      991.00     0.000000       514832         1.00
      995.00     0.000000       514876         1.00
      999.00     0.000000       514935         1.00
     1003.00     0.000000       515000         1.00
     1007.00     0.000000       515064         1.00
     1011.00     0.000000       515123         1.00
     1015.00     0.000000       515176         1.00
     1019.00     0.000000       515225         1.00
     1023.00     0.000000       515287         1.00
     1031.00     0.000000       515398         1.00
     1039.00     0.000000       515512         1.00
     1047.00     0.000000       515614         1.00
     1055.00     0.000000       515711         1.00
     1063.00     0.000000       515826         1.00
     1071.00     0.000000       515931         1.00
     1079.00     0.000000       516049         1.00
     1087.00     0.000000       516181         1.00
     1095.00     0.000000       516293         1.00
     1103.00     0.000000       516404         1.00
     1111.00     0.000000       516514         1.00
     1119.00     0.000000       516630         1.00
     1127.00     0.000000       516740         1.00
     1135.00     0.000000       516858         1.00
     1143.00     0.000000       516980         1.00
     1151.00     0.000000       517091         1.00
     1159.00     0.000000       517202         1.00
     1167.00     0.000000       517311         1.00
     1175.00     0.000000       517430         1.00
     1183.00     0.000000       517549         1.00
     1191.00     0.000000       517666         1.00
     1199.00     0.000000       517785         1.00
     1207.00     0.000000       517889         1.00
     1215.00     0.000000       517995         1.00
     1223.00     0.000000       518115         1.00
     1231.00     0.000000       518224         1.00
     1239.00     0.000000       518324         1.00
     1247.00     0.000000       518433         1.00
     1255.00     0.000000       518550         1.00
     1263.00     0.000000       518645         1.00
     1271.00     0.000000       518753         1.00
     1279.00     0.000000       518862         1.00
     1287.00     0.000000       518980         1.00
     1295.00     0.000000       519091         1.00
     1303.00     0.000000       519203         1.00
     1311.00     0.000000       519297         1.00
     1319.00     0.000000       519399         1.00
     1327.00     0.000000       519493         1.00
     1335.00     0.000000       519586         1.00
     1343.00     0.000000       519678         1.00
     1351.00     0.000000       519792         1.00
     1359.00     0.000000       519912         1.00
     1367.00     0.000000       520008         1.00
     1375.00     0.000000       520116         1.00
     1383.00     0.000000       520219         1.00
     1391.00     0.000000       520321         1.00
     1399.00     0.000000       520423         1.00
     1407.00     0.000000       520539         1.00
     1415.00     0.000000       520651         1.00
     1423.00     0.000000       520742         1.00
     1431.00     0.000000       520838         1.00
     1439.00     0.000000       520946         1.00
     1447.00     0.000000       521051         1.00
     1455.00     0.000000       521159         1.00
     1463.00     0.000000       521258         1.00
     1471.00     0.000000       521366         1.00
     1479.00     0.000000       521475         1.00
     1487.00     0.000000       521583         1.00
     1495.00     0.000000       521690         1.00
     1503.00     0.000000       521794         1.00
     1511.00     0.000000       521902         1.00
     1519.00     0.000000       522024         1.00
     1527.00     0.000000       522136         1.00
     1535.00     0.000000       522243         1.00
     1543.00     0.000000       522349         1.00
     1551.00     0.000000       522459         1.00
     1559.00     0.000000       522567         1.00
     1567.00     0.000000       522665         1.00
     1575.00     0.000000       522774         1.00
     1583.00     0.000000       522878         1.00
     1591.00     0.000000       522987         1.00
     1599.00     0.000000       523103         1.00
     1607.00     0.000000       523208         1.00
     1615.00     0.000000       523317         1.00
     1623.00     0.000000       523440         1.00
     1631.00     0.000000       523551         1.00
     1639.00     0.000000       523666         1.00
     1647.00     0.000000       523775         1.00
     1655.00     0.000000       523894         1.00
     1663.00     0.000000       524002         1.00
     1671.00     0.000000       524103         1.00
     1679.00     0.000000       524213         1.00
     1687.00     0.000000       524311         1.00
     1695.00     0.000000       524415         1.00
     1703.00     0.000000       524515         1.00
     1711.00     0.000000       524620         1.00
     1719.00     0.000000       524736         1.00
     1727.00     0.000000       524844         1.00
     1735.00     0.000000       524937         1.00
     1743.00     0.000000       525036         1.00
     1751.00     0.000000       525128         1.00
     1759.00     0.000000       525231         1.00
     1767.00     0.000000       525336         1.00
     1775.00     0.000000       525441         1.00
     1783.00     0.000000       525547         1.00
     1791.00     0.000000       525641         1.00
     1799.00     0.000000       525745         1.00
     1807.00     0.000000       525848         1.00
     1815.00     0.000000       525944         1.00
     1823.00     0.000000       526054         1.00
     1831.00     0.000000       526143         1.00
     1839.00     0.000000       526254         1.00
     1847.00     0.000000       526347         1.00
     1855.00     0.000000       526439         1.00
     1863.00     0.000000       526534         1.00
     1871.00     0.000000       526638         1.00
     1879.00     0.000000       526733         1.00
     1887.00     0.000000       526830         1.00
     1895.00     0.000000       526936         1.00
     1903.00     0.000000       527035         1.00
     1911.00     0.000000       527136         1.00
     1919.00     0.000000       527236         1.00
     1927.00     0.000000       527342         1.00
     1935.00     0.000000       527455         1.00
     1943.00     0.000000       527567         1.00
     1951.00     0.000000       527671         1.00
     1959.00     0.000000       527769         1.00
     1967.00     0.000000       527875         1.00
     1975.00     0.000000       527983         1.00
     1983.00     0.000000       528096         1.00
     1991.00     0.000000       528201         1.00
     1999.00     0.000000       528310         1.00
     2007.00     0.000000       528420         1.00
     2015.00     0.000000       528520         1.00
     2023.00     0.000000       528630         1.00
     2031.00     0.000000       528733         1.00
     2039.00     0.000000       528833         1.00
     2047.00     0.000000       528928         1.00
     2063.00     0.000000       529114         1.00
     2079.00     0.000000       529312         1.00
     2095.00     0.000000       529502         1.00
     2111.00     0.000000       529687         1.00
     2127.00     0.000000       529868         1.00
     2143.00     0.000000       530047         1.00
     2159.00     0.000000       530231         1.00
     2175.00     0.000000       530437         1.00
     2191.00     0.000000       530644         1.00
     2207.00     0.000000       530862         1.00
     2223.00     0.000000       531055         1.00
     2239.00     0.000000       531250         1.00
     2255.00     0.000000       531445         1.00
     2271.00     0.000000       531637         1.00
     2287.00     0.000000       531818         1.00
     2303.00     0.000000       532013         1.00
     2319.00     0.000000       532238         1.00
     2335.00     0.000000       532458         1.00
     2351.00     0.000000       532678         1.00
     2367.00     0.000000       532912         1.00
     2383.00     0.000000       533134         1.00
     2399.00     0.000000       533323         1.00
     2415.00     0.000000       533528         1.00
     2431.00     0.000000       533715         1.00
     2447.00     0.000000       533914         1.00
     2463.00     0.000000       534103         1.00
     2479.00     0.000000       534321         1.00
     2495.00     0.000000       534547         1.00
     2511.00     0.000000       534758         1.00
     2527.00     0.000000       535011         1.00
     2543.00     0.000000       535245         1.00
     2559.00     0.000000       535456         1.00
     2575.00     0.000000       535662         1.00
     2591.00     0.000000       535877         1.00
     2607.00     0.000000       536109         1.00
     2623.00     0.000000       536343         1.00
     2639.00     0.000000       536572         1.00
     2655.00     0.000000       536791         1.00
     2671.00     0.000000       537004         1.00
     2687.00     0.000000       537233         1.00
     2703.00     0.000000       537447         1.00
     2719.00     0.000000       537649         1.00
     2735.00     0.000000       537881         1.00
     2751.00     0.000000       538110         1.00
     2767.00     0.000000       538328         1.00
     2783.00     0.000000       538519         1.00
     2799.00     0.000000       538725         1.00
     2815.00     0.000000       538937         1.00
     2831.00     0.000000       539141         1.00
     2847.00     0.000000       539368         1.00
     2863.00     0.000000       539592         1.00
     2879.00     0.000000       539849         1.00
     2895.00     0.000000       540081         1.00
     2911.00     0.000000       540291         1.00
     2927.00     0.000000       540498         1.00
     2943.00     0.000000       540702         1.00
     2959.00     0.000000       540913         1.00
     2975.00     0.000000       541105         1.00
     2991.00     0.000000       541295         1.00
     3007.00     0.000000       541474         1.00
     3023.00     0.000000       541663         1.00
     3039.00     0.000000       541867         1.00
     3055.00     0.000000       542041         1.00
     3071.00     0.000000       542226         1.00
     3087.00     0.000000       542398         1.00
     3103.00     0.000000       542595         1.00
     3119.00     0.000000       542780         1.00
     3135.00     0.000000       542974         1.00
     3151.00     0.000000       543159         1.00
